timestamp,open,high,low,close,volume
2025-09-14 10:00:00,4667.29,4671.39,4660.67,4662.63,97.51102563
2025-09-14 11:00:00,4662.63,4669.88,4630.44,4635.8,516.72669846
2025-09-14 12:00:00,4635.8,4645.25,4618.61,4634.48,1216.59289103
2025-09-14 13:00:00,4634.54,4634.54,4610.55,4614.69,1779.73688867
2025-09-14 14:00:00,4614.72,4646.0,4582.63,4604.99,4586.97919763
2025-09-14 15:00:00,4604.99,4604.99,4581.0,4582.09,727.42264569
2025-09-14 16:00:00,4582.09,4611.0,4582.08,4598.43,2780.31221229
2025-09-14 17:00:00,4598.43,4630.31,4593.24,4621.91,606.61522708
2025-09-14 18:00:00,4622.29,4622.67,4602.72,4605.46,515.08367113
2025-09-14 19:00:00,4605.47,4625.0,4596.95,4616.95,488.4936965
2025-09-14 20:00:00,4617.06,4628.9,4617.06,4618.52,289.33159979
2025-09-14 21:00:00,4618.51,4635.0,4600.3,4630.74,374.80298811
2025-09-14 22:00:00,4630.79,4635.0,4615.44,4632.74,90.82959873
2025-09-14 23:00:00,4632.75,4632.75,4604.34,4608.76,257.18287745
2025-09-15 00:00:00,4608.77,4617.38,4590.12,4601.63,497.20626581
2025-09-15 01:00:00,4601.64,4623.37,4582.64,4620.2,434.10006229
2025-09-15 02:00:00,4620.2,4630.0,4612.95,4622.11,96.82316787
2025-09-15 03:00:00,4622.11,4643.89,4622.1,4640.23,283.96927435
2025-09-15 04:00:00,4640.24,4659.06,4638.72,4644.51,739.63052176
2025-09-15 05:00:00,4644.52,4664.29,4644.51,4663.38,83.20395017
2025-09-15 06:00:00,4663.38,4670.13,4620.36,4633.59,2853.75237325
2025-09-15 07:00:00,4633.59,4642.4,4590.95,4599.09,258.40151191
2025-09-15 08:00:00,4599.1,4599.1,4512.98,4512.98,2530.03049447
2025-09-15 09:00:00,4512.98,4535.76,4501.32,4527.14,871.22983267
2025-09-15 10:00:00,4527.15,4536.32,4510.0,4531.94,326.68819349
2025-09-15 11:00:00,4531.94,4540.9,4525.54,4534.73,224.15715299
2025-09-15 12:00:00,4534.73,4538.36,4513.01,4516.28,616.5763367
2025-09-15 13:00:00,4516.29,4543.16,4485.77,4517.88,1391.42329329
2025-09-15 14:00:00,4517.04,4528.46,4500.23,4514.43,561.92331222
2025-09-15 15:00:00,4514.43,4520.2,4467.79,4503.22,1463.9560323
2025-09-15 16:00:00,4503.22,4510.91,4481.74,4495.71,2371.10334704
2025-09-15 17:00:00,4495.71,4507.15,4475.58,4507.15,1587.09242133
2025-09-15 18:00:00,4508.6,4512.5,4487.15,4503.91,485.71340805
2025-09-15 19:00:00,4503.06,4512.95,4478.0,4493.17,545.28583242
2025-09-15 20:00:00,4493.15,4513.56,4490.53,4512.28,353.7006163
2025-09-15 21:00:00,4512.28,4528.3,4507.38,4526.05,1200.74661929
2025-09-15 22:00:00,4526.05,4528.38,4511.45,4514.53,492.79688423
2025-09-15 23:00:00,4514.53,4528.37,4510.6,4527.02,228.42032858
2025-09-16 00:00:00,4527.03,4527.03,4506.94,4513.68,1056.41287198
2025-09-16 01:00:00,4513.68,4536.9,4513.68,4518.6,217.95603564
2025-09-16 02:00:00,4519.25,4531.15,4514.86,4514.86,1063.29874297
2025-09-16 03:00:00,4514.86,4529.45,4514.86,4524.61,206.74130371
2025-09-16 04:00:00,4524.61,4524.61,4490.36,4519.68,219.85060024
2025-09-16 05:00:00,4519.68,4531.0,4516.03,4529.62,503.2164872
2025-09-16 06:00:00,4530.02,4536.09,4496.27,4509.26,931.01393752
2025-09-16 07:00:00,4509.47,4515.82,4505.91,4512.98,119.61373495
2025-09-16 08:00:00,4513.01,4531.78,4501.93,4511.42,322.92996513
2025-09-16 09:00:00,4511.43,4514.19,4507.0,4514.19,79.9382377
2025-09-16 10:00:00,4514.19,4514.64,4495.68,4500.16,563.89041874
2025-09-16 11:00:00,4499.04,4507.01,4495.0,4501.86,133.00476906
2025-09-16 12:00:00,4502.03,4507.63,4496.69,4500.45,138.28839461
2025-09-16 13:00:00,4500.46,4511.33,4433.65,4473.47,5560.35808346
2025-09-16 14:00:00,4473.48,4473.48,4416.7,4449.45,4914.3883577
2025-09-16 15:00:00,4449.45,4470.2,4431.96,4467.72,847.65353872
2025-09-16 16:00:00,4467.72,4470.65,4450.01,4464.13,1489.93365244
2025-09-16 17:00:00,4464.13,4510.97,4463.75,4488.01,1540.22107364
2025-09-16 18:00:00,4488.31,4498.15,4469.08,4475.22,1368.72987265
2025-09-16 19:00:00,4475.22,4495.99,4472.2,4495.0,782.16174669
2025-09-16 20:00:00,4495.01,4498.59,4488.0,4498.56,427.31788143
2025-09-16 21:00:00,4498.55,4511.47,4491.57,4508.64,1718.82802608
2025-09-16 22:00:00,4509.28,4525.0,4503.52,4523.04,2708.43103833
2025-09-16 23:00:00,4523.04,4523.27,4498.54,4504.6,276.44793543
2025-09-17 00:00:00,4504.6,4522.5,4498.0,4515.5,2383.28715716
2025-09-17 01:00:00,4515.5,4520.17,4508.31,4518.31,1230.02545659
2025-09-17 02:00:00,4517.97,4552.11,4511.56,4535.14,951.74829683
2025-09-17 03:00:00,4535.15,4535.15,4500.0,4500.01,399.97705192
2025-09-17 04:00:00,4500.02,4506.17,4469.02,4480.49,684.84432924
2025-09-17 05:00:00,4479.31,4518.9,4479.3,4518.37,2272.46489259
2025-09-17 06:00:00,4518.38,4550.0,4511.98,4548.84,399.61519728
2025-09-17 07:00:00,4548.84,4555.0,4540.03,4546.28,576.88144872
2025-09-17 08:00:00,4546.29,4546.29,4500.13,4514.03,600.28692015
2025-09-17 09:00:00,4512.54,4512.54,4496.9,4496.92,384.44701232
2025-09-17 10:00:00,4496.92,4501.67,4481.31,4485.0,275.86327706
2025-09-17 11:00:00,4485.0,4500.14,4483.17,4493.16,184.78022909
2025-09-17 12:00:00,4493.17,4512.11,4486.37,4504.51,318.56282712
2025-09-17 13:00:00,4504.51,4513.38,4485.63,4498.6,255.20573915
2025-09-17 14:00:00,4498.61,4504.25,4468.12,4491.91,479.78384724
2025-09-17 15:00:00,4491.91,4499.64,4483.02,4491.37,261.86940129
2025-09-17 16:00:00,4491.36,4492.88,4475.0,4488.7,649.75483079
2025-09-17 17:00:00,4488.73,4534.91,4450.0,4452.21,4752.9188442
2025-09-17 18:00:00,4450.0,4526.88,4429.17,4455.17,9611.3175797
2025-09-17 19:00:00,4455.17,4525.0,4455.17,4519.06,2586.76606301
2025-09-17 20:00:00,4519.83,4542.42,4501.0,4503.9,1582.12941423
2025-09-17 21:00:00,4503.9,4538.0,4489.12,4529.72,696.66734155
2025-09-17 22:00:00,4529.71,4601.25,4529.71,4592.02,4661.92558858
2025-09-17 23:00:00,4592.03,4641.8,4586.19,4592.34,6162.25614222
2025-09-18 00:00:00,4592.21,4610.22,4586.19,4586.98,624.72117379
2025-09-18 01:00:00,4586.31,4635.19,4581.71,4620.57,516.98954699
2025-09-18 02:00:00,4620.57,4620.57,4606.95,4615.47,289.91471259
2025-09-18 03:00:00,4615.47,4644.29,4614.29,4616.43,387.89842869
2025-09-18 04:00:00,4616.43,4620.99,4600.0,4613.89,870.66728865
2025-09-18 05:00:00,4613.28,4613.28,4585.96,4587.74,767.80603856
2025-09-18 06:00:00,4587.74,4592.19,4555.45,4570.89,888.0437131
2025-09-18 07:00:00,4570.89,4582.17,4570.89,4576.73,604.9228868
2025-09-18 08:00:00,4576.1,4606.05,4575.0,4603.59,380.44085358
2025-09-18 09:00:00,4603.55,4603.55,4592.77,4598.17,268.59500631
2025-09-18 10:00:00,4598.18,4599.87,4575.11,4577.11,484.46650594
2025-09-18 11:00:00,4577.11,4589.75,4570.21,4574.0,303.89637745
2025-09-18 12:00:00,4574.0,4587.39,4572.17,4575.1,1243.47292614
2025-09-18 13:00:00,4575.0,4603.33,4560.0,4587.4,756.55430306
2025-09-18 14:00:00,4587.4,4626.52,4587.4,4598.94,1669.25405103
2025-09-18 15:00:00,4598.68,4608.71,4590.32,4601.38,570.8439941
2025-09-18 16:00:00,4601.39,4637.53,4595.51,4622.99,799.53054647
2025-09-18 17:00:00,4623.0,4628.29,4600.98,4609.99,679.69258463
2025-09-18 18:00:00,4610.0,4622.74,4604.88,4620.56,777.58353762
2025-09-18 19:00:00,4620.56,4620.56,4582.52,4591.53,3309.0958473
2025-09-18 20:00:00,4591.53,4608.2,4591.52,4607.08,2663.66931076
2025-09-18 21:00:00,4607.08,4607.12,4593.5,4594.07,672.28575391
2025-09-18 22:00:00,4594.07,4601.55,4589.32,4591.71,1125.50682004
2025-09-18 23:00:00,4591.71,4591.72,4571.95,4589.52,766.44189385
2025-09-19 00:00:00,4589.52,4612.65,4589.51,4608.0,823.34543035
2025-09-19 01:00:00,4608.0,4620.0,4602.16,4609.18,416.47525458
2025-09-19 02:00:00,4608.26,4612.89,4590.09,4590.13,662.26403215
2025-09-19 03:00:00,4590.13,4600.9,4548.0,4550.23,1549.736418
2025-09-19 04:00:00,4550.24,4560.09,4535.0,4559.58,271.35760308
2025-09-19 05:00:00,4559.59,4559.8,4530.0,4543.61,344.0215381
2025-09-19 06:00:00,4543.61,4543.61,4523.24,4524.84,150.53830014
2025-09-19 07:00:00,4525.0,4543.75,4519.47,4541.63,167.63132824
2025-09-19 08:00:00,4541.63,4549.85,4534.52,4535.7,333.75649624
2025-09-19 09:00:00,4535.71,4544.17,4517.02,4522.97,261.72307394
2025-09-19 10:00:00,4522.97,4534.47,4521.49,4532.72,397.38438719
2025-09-19 11:00:00,4532.72,4532.72,4509.23,4518.12,368.77561876
2025-09-19 12:00:00,4518.13,4521.96,4512.48,4519.85,529.73254041
2025-09-19 13:00:00,4520.14,4537.57,4512.6,4530.01,230.67827677
2025-09-19 14:00:00,4530.01,4544.24,4491.1,4497.59,2484.91048887
2025-09-19 15:00:00,4497.59,4498.56,4450.0,4476.19,2005.88000043
2025-09-19 16:00:00,4477.18,4490.0,4474.81,4483.37,696.17847393
2025-09-19 17:00:00,4483.37,4483.37,4460.85,4461.06,414.96332416
2025-09-19 18:00:00,4461.23,4463.11,4441.03,4450.93,720.23108703
2025-09-19 19:00:00,4450.91,4467.63,4442.88,4442.88,266.47206986
2025-09-19 20:00:00,4442.76,4466.49,4441.96,4461.1,517.74641798
2025-09-19 21:00:00,4461.1,4473.77,4453.63,4473.07,305.5938859
2025-09-19 22:00:00,4473.07,4479.66,4470.75,4470.76,156.62103718
2025-09-19 23:00:00,4470.53,4471.8,4451.0,4471.11,482.01844336
2025-09-20 00:00:00,4471.12,4477.98,4464.51,4477.24,119.89668283
2025-09-20 01:00:00,4477.24,4478.07,4462.82,4469.69,77.6075631
2025-09-20 02:00:00,4468.63,4468.97,4460.0,4468.7,99.78032648
2025-09-20 03:00:00,4468.7,4468.7,4462.05,4467.96,113.86669171
2025-09-20 04:00:00,4467.74,4475.33,4465.4,4475.32,124.5975423
