timestamp,open,high,low,close,volume
2025-10-15 22:50:00,110873.3,110887.6,110760.4,110760.4,13.87400671
2025-10-15 22:55:00,110760.4,110791.5,110742.7,110742.8,8.81962462
2025-10-15 23:00:00,110742.8,110743.8,110726.2,110726.2,4.01129657
2025-10-15 23:05:00,110726.3,110754.7,110659.8,110754.7,10.8664753
2025-10-15 23:10:00,110760.0,110909.9,110760.0,110909.9,0.40386877
2025-10-15 23:15:00,110909.9,110909.9,110870.0,110870.1,0.55688074
2025-10-15 23:20:00,110870.1,110909.9,110870.0,110909.9,0.47845749
2025-10-15 23:25:00,110909.9,110909.9,110909.8,110909.9,0.44965036
2025-10-15 23:30:00,110909.9,110999.8,110909.8,110996.0,8.73075625
2025-10-15 23:35:00,110995.9,110996.0,110900.0,110920.1,0.26130816
2025-10-15 23:40:00,110920.1,110995.9,110920.0,110995.9,0.53653159
2025-10-15 23:45:00,110995.9,110995.9,110779.5,110779.6,0.66589283
2025-10-15 23:50:00,110779.6,110779.6,110711.6,110711.7,0.6704226
2025-10-15 23:55:00,110711.6,110781.9,110711.6,110781.9,1.09417626
2025-10-16 00:00:00,110781.9,110835.7,110781.0,110809.9,1.89627071
2025-10-16 00:05:00,110809.8,110833.6,110711.6,110711.7,0.6522571
2025-10-16 00:10:00,110711.7,110711.7,110659.8,110659.9,0.97847126
2025-10-16 00:15:00,110659.9,110670.0,110600.9,110670.0,2.61649036
2025-10-16 00:20:00,110671.3,110778.4,110671.3,110772.4,5.60602133
2025-10-16 00:25:00,110772.4,110844.4,110772.3,110844.4,0.60537
2025-10-16 00:30:00,110844.3,110844.4,110599.8,110600.0,34.1061169
2025-10-16 00:35:00,110600.0,110600.0,110450.1,110450.2,105.59126949
2025-10-16 00:40:00,110450.2,110475.0,110422.5,110422.6,68.84181733
2025-10-16 00:45:00,110422.6,110454.9,110422.5,110454.9,1.97900894
2025-10-16 00:50:00,110454.8,110515.2,110454.8,110515.2,0.5198902
2025-10-16 00:55:00,110515.2,110546.8,110515.1,110546.8,0.58762111
2025-10-16 01:00:00,110546.8,110706.2,110546.7,110706.2,0.44058112
2025-10-16 01:05:00,110710.0,110932.0,110710.0,110860.0,0.86772509
2025-10-16 01:10:00,110932.0,111098.9,110931.9,111098.9,2.82746073
2025-10-16 01:15:00,111098.9,111098.9,111008.2,111008.3,2.31281415
2025-10-16 01:20:00,111008.3,111008.3,110822.3,110822.3,0.53355393
2025-10-16 01:25:00,110822.4,110887.7,110822.3,110887.7,1.74887808
2025-10-16 01:30:00,110887.7,110999.8,110887.7,110999.8,0.53641939
2025-10-16 01:35:00,110999.8,110999.8,110999.7,110999.8,0.48288081
2025-10-16 01:40:00,110999.8,111110.1,110999.8,111110.1,2.44426585
2025-10-16 01:45:00,111110.1,111110.1,111025.9,111026.0,0.51533114
2025-10-16 01:50:00,111026.0,111329.3,111026.0,111246.6,18.34891906
2025-10-16 01:55:00,111246.5,111320.6,111246.5,111320.5,0.36653619
2025-10-16 02:00:00,111320.6,111379.2,111104.2,111222.0,2.66730685
2025-10-16 02:05:00,111222.0,111461.4,111222.0,111461.4,12.51245604
2025-10-16 02:10:00,111461.4,111534.2,111405.9,111405.9,4.36674721
2025-10-16 02:15:00,111405.9,111410.1,111385.0,111386.1,4.32613351
2025-10-16 02:20:00,111386.2,111460.1,111386.1,111400.1,0.81878704
2025-10-16 02:25:00,111400.1,111431.4,111400.1,111431.4,2.0360747
2025-10-16 02:30:00,111431.4,111431.4,111431.3,111431.4,0.6579778
2025-10-16 02:35:00,111431.4,111431.4,111431.3,111431.3,0.30147005
2025-10-16 02:40:00,111431.4,111431.4,111374.7,111374.7,0.67579726
2025-10-16 02:45:00,111374.8,111485.4,111374.7,111485.4,0.49845956
2025-10-16 02:50:00,111490.0,111500.0,111490.0,111500.0,5.08260669
2025-10-16 02:55:00,111500.0,111579.8,111499.9,111579.8,2.41908015
2025-10-16 03:00:00,111579.8,111593.2,111579.7,111593.1,1.18896887
2025-10-16 03:05:00,111593.2,111593.2,111499.9,111591.1,0.92235082
2025-10-16 03:10:00,111591.0,111591.1,111545.1,111548.3,0.33163989
2025-10-16 03:15:00,111548.3,111548.3,111548.2,111548.3,1.06467048
2025-10-16 03:20:00,111548.3,111824.8,111548.3,111753.6,93.13027742
2025-10-16 03:25:00,111753.5,111824.8,111753.5,111824.8,15.30479622
2025-10-16 03:30:00,111824.8,111824.8,111645.2,111645.2,0.75058931
2025-10-16 03:35:00,111645.3,111645.3,111453.8,111598.6,5.09517127
2025-10-16 03:40:00,111598.5,111667.7,111598.5,111667.7,0.77725327
2025-10-16 03:45:00,111667.7,111667.7,111589.8,111614.9,0.91864578
2025-10-16 03:50:00,111614.8,111614.8,111544.8,111591.1,0.59645882
2025-10-16 03:55:00,111591.1,111591.1,111377.7,111377.8,0.27775037
2025-10-16 04:00:00,111377.8,111561.9,111377.7,111561.9,0.23266792
2025-10-16 04:05:00,111561.9,111561.9,111561.8,111561.8,1.05814109
2025-10-16 04:10:00,111561.8,111647.4,111561.8,111647.4,0.35766543
2025-10-16 04:15:00,111647.4,111699.3,111647.3,111699.3,0.22620253
2025-10-16 04:20:00,111699.3,111699.3,111629.9,111629.9,0.87905169
2025-10-16 04:25:00,111629.9,111629.9,111629.8,111629.9,0.47031552
2025-10-16 04:30:00,111629.9,111629.9,111629.8,111629.9,0.09192051
2025-10-16 04:35:00,111629.9,111629.9,111591.2,111591.2,1.77468091
2025-10-16 04:40:00,111591.2,111591.2,111018.9,111094.2,7.49534009
2025-10-16 04:45:00,111094.3,111094.3,110896.1,110957.8,2.91370731
2025-10-16 04:50:00,110957.8,111110.8,110957.8,111110.8,0.40467552
